,City,Distances,Data,Name,Website,State,Latitude,Longitude
350,Pittsfield/Hancock,"15.75 Miler, 10.5 Miler, 5.25 Miler, 0 Miler",5/2/2020,Berry Pond Hill Climb,http://www.burcsrunners.org,MA,42.4933,-73.2989
351,Philadelphia,"50 Miler, 50K, 25K",5/9/2020,Dirty German Endurance Fest,http://www.uberendurancesports.com/dirtygerman.html,PA,40.0886,-75.0678
352,Manchester,55 Miler,5/9/2020,Manchester 2 Monadnock Ultramarathon,https://www.facebook.com/m2multramarathon,NH,42.9866,-71.4622
353,Southbury,"50K, 30K, 20K, 10K, 5K",5/16/2020,T2T Racing Kettletown State Park Challenge,https://trail2trail.com,CT,41.4249,-73.207
354,,"888K, Deca Marathon, 250 Miler, Penta, 100 Miler, 88K, Marathon, 8 Miler, 888K -  Relay",5/21/2020,INFINITUS,http://www.endurancesociety.org/infinitus.html,VT,43.8896,-73.0101
355,Berlin,Last Person Standing,5/30/2020,Run Ragged,https://www.facebook.com/groups/cttrailmixers/,CT,41.6283,-72.8041
356,Alford,6hrs,5/30/2020,Alford Springs 6-Hour,http://www.burcsrunners.org,MA,42.2483,-73.445
357,Tamworth,25K,6/6/2020,Chocorua Mountain Race,http://www.rockhopperraces.com,NH,43.8943,-71.2534
358,Philadelphia,"Marathon, 1/2 Marathon",6/13/2020,1/2 Sauer 1/2 Kraut,http://www.uberendurancesports.com/races.html,PA,40.0647,-75.0392
359,Stratford,30hrs,6/27/2020,Forbidden Forest 30 Hour Ultra Run,http://forbiddenforest30hourultrarun.com/,CT,41.2459,-73.1247
360,Columbus,"12hrs, 6hrs, 5K, 3hrs",6/28/2020,Midnight Squatchapalooza,https://www.sassquadtrailrunning.com,NJ,40.0409,-74.7349
361,Bennington,"24hrs, 12hrs, 6hrs",7/11/2020,Ethan Allen 24,http://www.netrailruns.com/ea24,VT,42.8863,-73.1913
362,Millburn,"6hrs, 5K, 3hrs",7/11/2020,Fat Sass Switchback Challenge,https://www.sassquadtrailrunning.com,NJ,40.7268,-74.3044
363,Goshen,"10K, 5K",7/18/2020,Goshen Gallop,http.www.goshengallop.com/,VT,43.8906,-73.0092
364,Egremont,"27 Miler, 4.2 Miler, 6hrs",7/25/2020,Jug End Loop Ultra,http://ultrasignup.com,MA,42.1484,-73.4502
365,Stratford,9hrs,9/19/2020,Forgotten Forest Ultra Run,http://www.ffultrarun.com/index.htm,CT,41.2481,-73.1279
366,Windham,"50K, 13 Miler, 5K",9/19/2020,Firebird Trail Races,https://www.facebook.com/Firebird50Race/,ME,43.7919,-70.3568
367,Springfield,"Marathon, 1/2 Marathon",9/28/2019,Cross County Trail Marathon and Half Marathon,http://altisendurance.com/events/cross-county-trail-marathon-and-half-marathon,VA,38.7935,-77.2156
368,Williamsburg,8 Miler,9/28/2019,Crazy 8 Trail 8 miler,http://www.happycatevents.com/,VA,37.4019,-76.7183
369,Washington,"Marathon, 1/2 Marathon Wave 2, 1/2 Marathon Wave 1",9/29/2019,C&O Canal Towpath Marathon and Half Marathon,http://altisendurance.com/events/co-canal-towpath-marathon-and-half-marathon,DC,38.9184,-77.1016
370,Martinsburg,"Marathon, 1/2 Marathon",9/30/2019,Eastern Panhandle Marathon and Half Marathon,http://altisendurance.com/events/eastern-panhandle-marathon-half-marathon,WV,39.4591,-78.039
371,Hancock,"Marathon, 1/2 Marathon",10/1/2019,Hancock Marathon and Half Marathon,http://altisendurance.com/events/hancock-marathon-half-marathon,MD,39.698,-78.1821
372,Meyersdale,"Marathon, 1/2 Marathon",10/2/2019,GAP Trestles Marathon and Half Marathon,http://altisendurance.com/events/gap-trestles-marathon-and-half-marathon,PA,39.8161,-79.0201
373,Lewisberry,10 Miler,10/6/2019,HARRC In the Park,http://www.harrc.org/,PA,40.0692,-76.8988
374,Coburn,1/2 Marathon,10/6/2019,The Raven,http://www.sevenmountainsconservationcorp.com/,PA,40.8193,-77.4746
375,Wellsboro,"50K, 25K, 15K",10/13/2019,Green Monster Trail Challenge,https://sites.google.com/site/greenmonstertrailchallengepa/,PA,41.7727,-77.4026
376,Waterville,5 Miler,10/19/2019,Little Pine 5 Miler,https://www.patraildogs.com/,PA,41.3628,-77.3563
377,Atglen,10 Miler,10/19/2019,Dire Wolf 10 Mile Trail Run,https://www.facebook.com/events/240218396706407/,PA,39.9111,-75.9846
378,Waterville,"50K, 25K",10/20/2019,Call of the Wilds Mountain Fest,https://www.patraildogs.com/,PA,41.364,-77.3562
379,Baltimore,50K,10/26/2019,Patapsco Valley 50K,http://whiteoakrunning.com,MD,39.2277,-76.7271
380,Powhatan,"8 Hours 4 Person Relay, 8hrs",10/26/2019,Piedmont 8 Hour,http://virginiaadventures.net/piedmont-8-hour/,VA,37.6782,-77.9259
381,Boalsburg,"8 Per Relay, 7 Per Relay, 6 Per Relay, 5 Per Relay, 4 Per Relay, 3 Per Relay, 2 Per Relay, 50 Mile",10/27/2019,Tussey mOUnTaiNBACK 50 Mile Relay and Ultramarathon,http://www.tusseymountainback.com/,PA,40.7639,-77.7495
382,Williamsburg,13hrs,11/2/2019,Midnight Maniac 13 hour Endurance Run,http://maniac13hour.wordpress.com/,VA,37.3258,-76.7653
383,Baltimore,6 Miler,11/2/2019,"BRRC ""Night Moves"" Trail Race",https://ultrasignup.com/register.aspx?did=50144,MD,39.4096,-76.555
384,Thurmont,11 Miler,11/2/2019,Bobcat Trail Run 11 Mile,http://www.ultrunr.com,MD,39.5876,-77.4358
385,Queen Anne,25K,11/2/2019,The Tuckahoe 25k,https://alq50k.com/more-races/,MD,38.9612,-75.9469
386,Little Orleans,50K,11/3/2019,Fire on the Mountain 50K trail race,http://www.phdispatch.com/fire-on-the-mtn/,MD,39.6267,-78.4313
387,Upper Marlboro,50K,11/9/2019,Rosaryville Veterans Day 50k,https://www.annapolisstriders.org,MD,38.7808,-76.7992
388,Darlington,7 Miler,11/9/2019,MDT Challenge,https://www.facebook.com/MDTChallenge/,MD,39.6705,-76.2054
389,Kingsville,50K,11/23/2019,Little Gunpowder 50K,http://runharford.com/event/little-gunpowder-50k-3/,MD,39.4622,-76.3908
390,Glen Rock,"13.13 Miler, 6.66 Miler",11/24/2019,Hex Hollow Half,https://www.facebook.com/events/241558009699154/?acontext=%7B%22action_history%22%3A%22[%7B%5C%22surface%5C%22%3A%5C%22page%5C%22%2C%5C%22mechanism%5C,PA,39.8319,-76.6554
391,Sparks,"Marathon, 1/2 Marathon",11/30/2019,NCR Marathon,http://www.ncrtrailmarathon.com/,MD,39.5561,-76.6252
392,Triangle,"100 Miler, 100K",12/7/2019,Devil Dog Ultras,http://www.devildogultras.com/,VA,38.5763,-77.4167
393,Millersville,"Noon, 11:30 AM, 11:00 AM, 10:30 AM, 10:00 AM",12/7/2019,Jingle Bell Hayride at Kinder Farm Park,http://www.kinderfarmpark.org/,MD,39.1001,-76.5824
394,Cumberland,"50K, 35K",1/5/2020,Willis River,http://virginiaadventures.net/willis-river-50k-or-less-fat-ass/,VA,37.531,-78.27
395,Felton,50K,1/25/2020,Angela Ivory Memorial 50K,http://www.driventorun.com/,DE,38.9854,-75.5366
396,Spotsylvania,"8hrs, Groundhog Day, 1.5 Mile Kids Run",2/1/2020,ICY-8,https://athletic-equation.com/endurance-events/the-ultrail-series/icy-8/,VA,38.1133,-77.8315
397,Pocomoke,100K,2/7/2020,The DUC,http://www.alq50k.com,MD,38.1348,-75.4913
398,Pocomoke City,50K,2/8/2020,The Algonquin 50K,https://alq50k.com/,MD,38.1219,-75.4949
399,Triangle,"50K, 50K - 2 Person Relay, 25K, 10 Miler, 1.5 Miler",3/7/2020,No Man's 50K,https://athletic-equation.com/endurance-events/the-ultrail-series/no-mans-50k/,VA,38.5586,-77.3429
400,Havre de Grace,50K,3/21/2020,HAT Run 50k,http://www.hatrun.com/,MD,39.6005,-76.1376
401,Boonesboro,"100 Mile Endurance Run, 50 Miler, 50K",3/27/2020,Greenbrier Ultra's,https://www.facebook.com/events/182904428980654/,MD,39.54,-77.6161
402,Williamsburg,"10K, 50K",3/28/2020,Singletrack Maniac 50k,https://maniac50k.wordpress.com/,VA,37.3375,-76.8041
403,Green Bay,"24hrs, 24 Hours - 4 Person Relay, 10 Miler, 12hrs, 12 Hours - 4 Person Relay",3/28/2020,Dogwood Ultra Marathons,http://virginiaadventures.net/dogwood-ultra-marathons,VA,37.3809,-77.5703
404,Multiple Cities,100K,3/28/2020,Virginia Tour Challenge,http://virginiaadventures.net/dogwood-ultra-marathons/,VA,38.6371,-77.3111
405,Hancock,"Marathon, 1/2 Marathon, 10K",4/5/2020,Western Maryland Rail Trail,https://altisendurance.com/events/western-maryland-rail-trail-marathon-and-half-marathon,MD,39.6985,-78.1823
406,Virginia Beach,60K,4/5/2020,Long Creek 60k,http://www.longcreek60k.com,VA,36.8906,-76.0172
407,Hollidaysburg,"1/2 Marathon, 5 Miler",4/11/2020,The Dirty Kiln Trail Race and Half-Marathon,http://www.alleghenytrailrunners.com/dirty-kiln-trail-race/,PA,40.4834,-78.2847
408,Lock Haven,"50K, 25K, 10K",4/11/2020,Eagleton Trail Challenge,http://www.runemctc.org/,PA,41.1785,-77.5495
409,North Bend,"50K, 25K",4/18/2020,Hyner Trail Challenge,https://www.patraildogs.com/,PA,41.3235,-77.6425
410,Laurel,"50K, Marathon, 1/2 Marathon, 10K",4/19/2020,Trap Pond,http://altisendurance.com/public_html/Trap_Pond_26.2.html,DE,38.5242,-75.4781
411,Triangle,"24hrs, 4 Person Relay, 8hrs, 1.5 Mile Kids Trail Run",4/25/2020,24 Hour - Adventure Trail,https://athletic-equation.com/endurance-events/the-ultrail-series/24-hr/,VA,38.5802,-77.4137
412,Hampton,"24hrs, 24 Hour Team",4/25/2020,Virginia Run for Cancer,http://va24hourrunforcancer.com/,VA,37.0632,-76.4273
413,Knoxville,100 Miler,4/25/2020,C&O Canal 100,http://cocanal100.com/,MD,39.3571,-77.7361
414,Triangle,"100K, 50K",4/25/2020,Chompawamsic 50K and 100K Challenge,https://athletic-equation.com/endurance-events/the-ultrail-series/chopawamsic-100k-challenge/,VA,38.5814,-77.3672
415,Derwood,"Marathon, 10hrs, 6hrs, 3hrs",5/2/2020,Farm Park Challenge,http://www.farmparkchallenge.com,MD,39.1043,-77.1609
416,Wellsboro,"12hrs, 3hrs",5/9/2020,Hills Creek Endurance Challenge,https://www.facebook.com/Hills-Creek-Endurance-Challenge-110263277029173/,PA,41.8085,-77.1958
417,Fort Valley,100 Miler,6/6/2020,Old Dominion,http://www.olddominionrun.org/,VA,38.8729,-78.5233
418,Slate Run,25K,6/6/2020,Slate Run 25K,https://www.patraildogs.com/,PA,41.4566,-77.5123
419,Triangle,50 Miler,6/13/2020,OSS/CIA,https://athletic-equation.com/endurance-events/the-ultrail-series/osscia-50-mile-night-run-2/,VA,38.5586,-77.3427
420,North Bend,5K,6/20/2020,Little Loggers Trail Fest,https://www.patraildogs.com/,PA,41.3237,-77.6426
421,Elmira,"3hrs, 1hrs",6/28/2020,The Monster Brant Hill Challenge,https://rebellionrunning.wordpress.com/events/,NY,42.0515,-76.7376
422,North Bend,10K,7/18/2020,Sproul 10k,https://www.patraildogs.com/,PA,41.3234,-77.6427
423,North Bend,14 Miler,8/22/2020,Hyner Half,https://www.patraildogs.com/,PA,41.3745,-77.625
424,Claysburg,"Marathon, 1/2 Marathon, 10K",9/12/2020,Rock N The Knob Trail Challenge,http://www.alleghenytrailrunners.com/,PA,40.2966,-78.5424
425,Lock Haven,24 Miler,9/19/2020,Boulder Beast,https://www.patraildogs.com/,PA,41.1341,-77.4201
426,Allison Park,6hrs,9/28/2019,The Green Mile: Loop Challenge & Picnic,https://www.northparktrailrunners.com/greenmile2019.html,PA,40.603,-80.0133
427,Pamplin,"50K, 30K",10/12/2019,High Bridge Ultra,http://www.triadventure.com/high-bridge-ultra/,VA,37.2327,-78.6862
428,Emporium,"50K, 25K, 12K",10/19/2019,Sinnemahone Ultra Marathon,http://www.sinnemahone.org,PA,41.5117,-78.2379
429,Swoope,"1/2 Marathon, 10K, 5K",10/19/2019,"Tendertoe Trail Trot - 5K, 10K, & Half Marathon",https://www.sjacbsa.org/TenderToe,VA,38.1343,-79.2293
430,Corolla,"378 Miler Solo, 378 Miler Crewed",11/30/2019,Tarheel Ultra,https://www.runtarheel.com/tarheel-ultra.html,NC,36.3947,-75.8304
431,Farmville,"50K, 100K",12/14/2019,Freight Train 100k/50k,http://virginiaadventures.net/freight-train-50k-100k/,VA,37.3046,-78.3908
432,Corolla ,50 Miler,2/1/2020,Light 2 Light 50,http://www.outerbanksrunningclub.org,NC,36.3766,-75.831
433,Lyndhurst,"50 Miler, 50K, 25K",3/14/2020,Bel Monte,http://belmonteraces.com/,VA,37.8826,-79.015
434,Skylark,"100K, 50K, 25K",5/2/2020,Ultra Race of Champions,http://ultraroc.com/,VA,37.8928,-79.1355
435,Lacrosse,"50K, 30K, 10K",5/9/2020,Thoroughbred Races,http://virginiaadventures.net/,VA,36.6961,-78.0935
436,Brookville,"50 Miler, 50 Mile 5 Person Relay",8/29/2020,Baker Trail UltraChallenge North,http://ultrachallenge.run,PA,41.1582,-79.0857
437,Pittsburgh,"20K, 10K, 5K",9/13/2020,FAAP FALL CLASSIC,http://faap5krace.yolasite.com,PA,40.5878,-79.9893
438,Abingdon,100 Miler,9/25/2020,The Yeti 100 Mile Endurance Run,http://yetitrailrunners.com/,VA,37.4316,-78.6569
439,Miami,100 Miler,9/28/2019,Miami 100,http://www.miami100ultra.com,FL,25.6108,-80.3466
440,Southwest,"May 11- 8hr, May 11- 4hr, June 8 - 8hr, Jun 8 - 4hr, July 20 - 8hr, Jul 20 - 4hr, Aug 17- 8hr, Aug",10/12/2019,8 Hours of Hell Racing Series,http://trailheadultras.com/races/8-hours-of-hell/,FL,26.7129,-81.665
441,Alachua,"50K, 25K",10/26/2019,Gate2Gate Trail Run,http://www.gate2gatetrailrun.com/,FL,29.7744,-82.4743
442,Palm Coast,"50K, 30K, 10K",10/27/2019,Jack's 50K Trail Race,http://jacks50k.com/,FL,29.6169,-81.1948
443,Englewood,"48 Hour, 24 Hour, 12 Hour, 6 Hour",11/1/2019,Save the Daylight,http://trailheadultras.com/races/save-the-daylight/,FL,26.9199,-82.3159
444,Sebastian,"100 Miler, 50 Miler, 50K",11/2/2019,Saint Sebastian 100,http://www.saintsebastian100.com/,FL,27.7681,-80.5652
445,Palatka,"50 Miler, 24hrs, 12hrs",11/9/2019,Azalea 12/24 Hour,https://www.facebook.com/groups/239391159778885/,FL,29.6341,-81.646
446,Fort Lauderdale,"144hrs, 72hrs, 48hrs, 24hrs, 12hrs",11/18/2019,Icarus Florida Ultrafest,http://www.icarusfloridaultrafest.com/,FL,26.0827,-80.1482
447,Alva,"50K, 25K",12/7/2019,Caloosahatchee Ultra 50k and Keith Carlton Memorial 25k,http://trailheadultras.com/races/caloosahatchee-ultra/,FL,26.7251,-81.6631
448,Atlantic Beach,"100 Miler, 50 Miler, 50K",12/7/2019,The Daytona 100,http://www.daytona100ultra.com/,FL,30.3251,-81.3952
449,Jupiter,"25K, 50K",12/28/2019,Jupiter Ridge Sand Spur 50K/25K,https://www.sandspurultra.com,FL,26.916,-80.0721
450,Hobe Sound,200K,1/3/2020,Just Survive 125,https://www.facebook.com/groups/1228244070569182/,FL,27.0668,-80.115
451,Naples,200K,1/11/2020,Pier 2 Pier 200K,http://www.pier2pier121.com,FL,26.1316,-81.8074
452,Land O' Lakes,"100 Miler, 100 Furlongs",1/18/2020,Long Haul 100,https://www.facebook.com/LongHaul100/,FL,28.2813,-82.4154
453,Clewiston,"100M + Skydive, 100 Miler, 100K + Skydive, 100K, 50M + Skydive, 50 Miler, 50K + Skydive, 50K, 26.2",1/25/2020,Skydive Ultra Run,http://www.skydiveultra.com,FL,26.7318,-81.056
454,Ocala,50K,1/25/2020,The Itch,https://www.oldschoolultras.com/race-2-1,FL,29.3658,-81.8217
455,St. Cloud,120 Miler,1/31/2020,Wild Florida 120 Mile,http://runbumtours.com,FL,30.2579,-81.5532
456,Florahome,"100 Miler, 100K, 50 Miler",2/8/2020,Iron Horse,http://www.putnambluewaysandtrails.org/2020-Iron-Horse-Endurance-Run,FL,29.7325,-81.8877
457,Canal Point,Last person standing,2/22/2020,Death at DuPuis (A Backyard Event),https://www.facebook.com/events/320091451904233/,FL,27.0006,-80.5527
458,Yankeetown,"116 Miler, 116 Mile - 2 Person Relay",3/7/2020,Cross Florida Route 40 Romp,https://www.oldschoolultras.com/race-1,FL,29.0011,-82.7616
459,Palm Coast,"100K, 50K, 30K, 10K",3/7/2020,Swamp 10k/30k/50k/100k Trail Race,http://www.swamptrailrace.com/,FL,29.4661,-81.2828
460,Brooksville,"33.3 Miler, 1/2 Marathon, 10K",3/7/2020,Long Play Trail Run,https://www.facebook.com/A1ultras/,FL,28.5271,-82.2189
461,Bryceville,"50K, 25K",3/14/2020,Angry Tortoise 25K/50K,http://www.floridastriders.com/angrytortoise,FL,30.4098,-81.9153
462,West Palm Beach,"10K, 5K",3/14/2020,Run for the Natural Areas Trail Race,http://discover.pbcgov.org/erm/Pages/Natural-Areas.aspx,FL,26.7781,-80.123
463,Loxahatchee,"50 Miler, 50K, 18 Miler",4/18/2020,JW Corbett Trail Races,https://www.facebook.com/RunJWCorbett/?ref=bookmarks,FL,26.8565,-80.3014
464,Hobe Sound,"50K, 1/2 Marathon, 10K",4/25/2020,DTR Endurance Trail Race,http://www.downtorun.com/dunes-100-endurance-challenge/,FL,27.0035,-80.1013
465,Hobe Sound,"100 Miler, 100 Mile -  Relay, 50 Miler",4/25/2020,The Dunes 100 Ultra Trail,http://www.dunes100.com,Fl,27.0035,-80.1013
466,Brooksville,"1/2 Marathon, 10K, 5K",4/25/2020,Withlacoochee Moon River Run,https://www.facebook.com/A1ultras/,FL,28.524,-82.2175
467,Alexander springs Florida,57.5 Miler,5/2/2020,The Tick,https://www.oldschoolultras.com/race-3,FL,29.0781,-81.5778
468,Inverness,"50K, 25K, 10K",5/24/2020,"Sweat, Swat 'n Swear!",https://www.facebook.com/events/866384267046629/,FL,28.7583,-82.3543
469,Miami,50 Mile 2 Person Relay,6/20/2020,Miami 50/50,http://www.runningninjamiami.com,FL,25.6112,-80.3461
470,Jupiter,1/2 Marathon,8/8/2020,The Trident Trail Half Marathon,http://www.SandSpurUltra.com,FL,26.916,-80.0721
471,Blairsville,8hrs,9/28/2019,Lady of the Lake,http://www.revolutionrunning.net,GA,34.7649,-83.9255
472,Savannah,"170K, 50 Miler, 50K, 30K, 5K, Mile",10/4/2019,The Grit,http://roughrunnersr4r.com/the-grit/,GA,32.0809,-81.0912
473,Savannah,"50 Miler, 165K",10/4/2019,Gritty 50,http://roughrunnersr4r.com/the-grit/,GA,32.0187,-80.8995
474,Greenville,"50K, 30K",10/5/2019,Swamp Rabbit Trail Urban Ultra State Championships,https://www.facebook.com/pages/Swamp-Rabbit-Ultra-50k/691641524205951,SC,34.7801,-82.353
475,Franklin,"50K, 25K",10/5/2019,The Naturalist - Epic 25 / 50k,http://www.outdoor76.com,NC,35.1823,-83.3806
476,Savannah,5K,10/5/2019,Shrimp n Grits 5k,http://roughrunnersr4r.com/the-grit/,GA,31.9786,-81.2882
477,North Augusta,50K,10/6/2019,FATS,https://www.facebook.com/FATS50K/,SC,33.6082,-82.0801
478,Savannah,"30K, 165K",10/6/2019,Ogeechee Grit 30k,http://roughrunnersr4r.com/the-grit/,GA,32.0234,-81.3169
479,Savannah,Mile,10/6/2019,Grit Wormsloe Mile,http://roughrunnersr4r.com/the-grit/,GA,31.9678,-81.0692
480,Black Mountain,10 Miler,10/12/2019,Lookout to Lookout to Lookout,https://www.facebook.com/events/354934598528613/?ti=cl,NC,35.6192,-82.318
481,Greenback,"100K, 50K, 50K - 2 Person Relay",10/19/2019,Firewater Ultra,https://www.facebook.com/pages/Firewater-50k-and-100-Mile-Trail-Race/878874482154672,TN,35.622,-84.2055
482,Lady's Island,Last Man Standing,10/26/2019,Asylum Ultra,http://groundedrunning.com/lowcountry-ultras/,SC,32.4659,-80.6414
483,Gaffney,5K,10/26/2019,Judd's Legacy Boo Run,https://www.facebook.com/Judds-Legacy-Itching-For-Awareness-291119298214934/,SC,35.0566,-81.6485
484,Asheville,18 Miler,11/2/2019,Shut-In Ridge Run,https://www.jusrunning.com/shut-in-trail-ridge-race/,NC,35.5013,-82.5956
485,Sky Valley,"50K, 25K",11/9/2019,Georgia Sky to Summit,https://www.runbumtours.com,GA,34.9876,-83.3332
486,Savannah,"2hrs, 1.5hrs, 1hrs",11/9/2019,Savannah Stairs of Death Race,http://roughrunnersr4r.com/savannah-stone-stairs-of-death-race/,GA,32.0824,-81.0944
487,Hendersonville,"50K Relay, 50K, 0 Miler",11/15/2019,Hullabaloo 50K Ultramarathon & Relay,http://www.steepcanyon50k.com/,NC,35.2321,-82.597
488,Pisgah Forest,50 Miler,11/16/2019,Looking Glass 50 Miler,http://tanawhaadventures.com,NC,35.2799,-82.7053
489,Blairsville,"50K, 30K",11/23/2019,Duncan Ridge Trail,https://sites.google.com/a/duncanridgetrail50k.com/www/,GA,34.767,-83.9197
490,Savannah,"50K, 50K 5 Person Relay, 42.3K 5 Person Relay, 42.3K",11/23/2019,Savannah Ultra Urban 50k Run,http://roughrunnersr4r.com/,GA,32.0651,-81.0982
491,Savannah,"15K, 10K, 5K",11/29/2019,A Run thru the Woods,http://danlhernandez.com/a-run-thru-the-woods-10k/,GA,32.0298,-81.0003
492,Beaufort,"24hrs, 12hrs, 6hrs",11/30/2019,Delirium Ultra 24 Hour Run,http://groundedrunning.com/lowcountry-ultras/,SC,32.447,-80.898
493,Spartanburg,24hrs,12/7/2019,One Epic Run,https://ultrasignup.com/register.aspx?did=63508,SC,34.8816,-81.8701
494,Glenville,17 Miler,12/7/2019,Headwaters Half,http://www.plottbalsamrunners.com,NC,35.2303,-83.1074
495,Wakulla Springs,"50 Miler, 50K, Marathon",12/14/2019,Tallahassee Ultra Distance Classic,http://www.tallahasseeultra.com/,FL,30.235,-84.2976
496,Helen,1/2 Marathon,12/14/2019,Helen Holiday Half Marathon,https://www.runbumtours.com,GA,34.715,-83.7279
497,Richmond Hill,"50K, 50K - 5 Person Relay, 25K",12/14/2019,Madder Marsh 50K GA,http://www.facebook.com/MadMarsh50k,GA,31.9556,-81.0536
498,Kings Mountain,"100 Miler, 50 Miler, 25 Miler",12/14/2019,Monadnock Ultra,https://www.facebook.com/dirtywolfultras/,NC,35.1704,-81.3653
499,Columbia,"50K, 25K",1/4/2020,Harbison 50K,https://www.facebook.com/Harbison50K/,SC,34.0932,-81.1251
500,"Blairsville, GA","100 Miler, 200 Miler",1/14/2020,Fierce Dragon (H9),https://www.facebook.com/groups/635496103186165/,GA,34.7649,-83.9255
501,Almond,"50K, 30K, 8K",1/18/2020,Tsali Frosty Foot,https://www.mrrunningpains.com/tsali-frosty-foot,NC,35.4084,-83.5885
502,Daufuskie Island,"39.3 Miler, Marathon, 1/2 Marathon",1/18/2020,Daufuskie Island Marathon and Ultra,https://www.daufuskieislandmarathon.com/,SC,32.1451,-80.8373
503,Plum Branch,"40 Miler, 40M 2 Per Relay, 40M 3-5 Per Relay, 50K, 40K",2/1/2020,Rut Rogue 40s,https://www.facebook.com/rutrogue40,SC,33.793,-82.1451
504,Cedar Mountain,25K,2/1/2020,Yeti or Not 25k,http://www.mrrunningpains.com,NC,35.1929,-82.6048
505,Brooklet,"24hrs, 12hrs, 6hrs",2/22/2020,Farmdaze 24,https://www.facebook.com/FarmDaze24/,GA,32.3728,-81.5582
506,Black Mountain,"40 Miler, Marathon",2/29/2020,Mt Mitchell Challenge and Black Mountain Marathon,http://www.blackmountainmarathon.com/,NC,35.6158,-82.3203
507,Savannah,"155 Miler, 100 Miler",3/20/2020,CGG 155 and 100 Ultra,http://roughrunnersr4r.com/coastal-georgia-greenway-155-mile-ultra-cgg-155/,GA,32.0834,-81.0862
508,Alcoa,"100M, 100K, 50M, 50K, 2 Per Relay, 3 Per Relay, Marathon, 1/2 Marathon",3/21/2020,The Pistol Ultra Run,http://pistolultra.com,TN,35.7894,-83.981
509,Blairsville,74ish miles,3/28/2020,The Georgia Death Race,https://www.runbumtours.com/georgia-death-race-1,GA,34.7649,-83.9255
510,Old Fort,"100 Miler, Pacer",4/3/2020,Hellbender 100,https://www.hellbender100.com/,NC,35.6464,-82.1921
511,Columbia,"100 Miler, 100K",4/11/2020,Harbison 100,https://www.facebook.com/Harbison100,SC,34.0821,-81.1345
512,Waialua,"27.5 Miler, 55 Miler",10/19/2019,Peacock Challenge,https://hurthawaii.com,HI,21.5773,-158.209
513,Waialua,5K,10/26/2019,Race for Rescue,https://www.facebook.com/events/294028338140519/,HI,21.5792,-158.236
514,Honolulu,"HURT 100 Miler, 20 Mile Legacy Run",1/18/2020,HURT 100,https://hurt100.com/,HI,21.3164,-157.828
515,Ririe,"50K, 25K, 12.5K",9/28/2019,The Gnarly Bear Endurance Run at Kelly Canyon 50K/25K,https://www.skikelly.com,ID,43.6444,-111.63
516,Eagle,8hrs,9/28/2019,Fightin Dirty,https://www.pulserunning.com/,ID,43.7126,-116.316
517,Boise,"50 Miler, 50K, 15 Miler",10/5/2019,Bogus 50/50,https://www.pulserunning.com/bogus-50-50,ID,43.615,-116.202
518,McCall,"50K, 30K, 10K",10/12/2019,Sasquatch Shuffle,http://www.endlesstrails.us/sasquatch-shuffle.html,ID,44.9419,-116.08
519,Boise,30hrs,10/19/2019,Last One Standing Endurance Run,https://www.facebook.com/Last-One-Standing-Endurance-Run-1630916063599777/,ID,43.6285,-116.236
520,Boise,4 Person Relay,11/23/2019,Turkey Trot Relay,http://www.ymcatvidaho.org/2017/10/2018-turkey-trot-relay/,ID,43.6098,-116.214
521,Boise,"8 Miler, 4 Miler, Comp. 1 Miler, Kids Fun Run 1M",11/28/2019,TDDA!,https://www.tddaboise.com/,ID,43.6157,-116.184
522,Caldwell,5K,12/14/2019,Ugly Sweater 5K,http://www.canyontrackclub.com/,ID,43.6768,-116.696
523,Wallowa,50 Miler,12/24/2019,WIEC Standley Cabin,http://www.WildIdahoEnduranceChallenge.com,OR,45.4714,-117.559
524,Stanley,28 Miler,12/25/2019,WIEC Boulder-Chain Lakes Loop,http://www.wildidahoendurancechallenge.com,ID,44.0493,-114.653
525,Atlanta,30 Miler,12/27/2019,WIEC Queens River Loop,http://www.wildidahoendurancechallenge.com,ID,43.8423,-115.184
526,Joseph,33 Miler,12/28/2019,WIEC Wallowa Lakes,http://www.wildidahoendurancechallenge.com,OR,45.267,-117.213
527,Orofino,40 Miler,12/29/2019,WIEC Idaho Sisters,http://www.wildidahoendurancechallenge.com,ID,46.8375,-115.586
528,Stanley,50 Miler,12/30/2019,WIEC Mystery Peak,http://www.WildIdahoEnduranceChallenge.com,ID,44.1707,-114.91
529,Riggins,Seven Devils Loop,12/31/2019,WIEC Seven Devils Loop,http://Wildidahoendurancechallenge.com,ID,45.3487,-116.511
530,Melba,"50K, 20 Miler, 10 Miler",1/18/2020,Wilson Creek Frozen 50K,http://frozen50k.pickledfeetultras.com,ID,43.3486,-116.714
531,Menan,"50K, 25K, 12K, 5K",4/18/2020,Spitfire Ultra Trail Challenge,https://www.spitfireultra.com/,ID,43.7852,-111.99
532,McCall,"12hrs, 6hrs - PM, 6hrs - AM",5/30/2020,Sharlie Shuffle,http://www.endlesstrails.us/sharlie-shuffle.html,ID,44.9345,-116.099
533,Bozeman,"50K, 30K",6/13/2020,Old Gabe,http://www.oldgabe.com,MT,45.7649,-111.018
534,Challis,"108K, 55K, 32K",6/20/2020,River of No Return Endurance Runs,http://runchallis.com/,ID,44.5079,-114.225
